City,Year,Month,Day,AvgTemperature
New York,2010,4,3,22.319399119454005
New York,2010,4,4,18.332835163130646
New York,2010,4,5,18.452130865458727
New York,2010,4,6,21.84071249765623
New York,2010,4,7,20.827016157086913
New York,2010,4,8,19.107501939818412
New York,2010,4,9,14.209483460871178
New York,2010,4,10,21.858308229504694
New York,2010,4,11,21.5245774836593
New York,2010,4,12,16.164863146819275
New York,2010,4,13,20.773980975778407
New York,2010,4,14,17.814111093820383
New York,2010,4,15,22.400253106140827
New York,2010,4,16,17.07455472150538
New York,2010,4,17,20.727907935925078
New York,2010,4,18,21.249461446823403
New York,2010,4,19,18.77788439911477
New York,2010,4,20,21.701603814793913
New York,2010,4,21,19.431195165304285
New York,2010,4,22,18.43511530318349
New York,2010,4,23,16.98564425856495
New York,2010,4,24,16.89207262573651
New York,2010,4,25,16.035922691899394
New York,2010,4,26,21.938943648024825
New York,2010,4,27,21.087622920101225
New York,2010,4,28,16.752678922829574
New York,2010,4,29,17.52709766112961
New York,2010,4,30,20.576797484412975
New York,2010,5,1,18.683354655797217
New York,2010,5,2,17.149085607761027
New York,2010,5,3,17.881497094956305
New York,2010,5,4,20.811834184173144
New York,2010,5,5,18.755780983801113
New York,2010,5,6,16.01874233912315
New York,2010,5,7,18.075390394950436
New York,2010,5,8,18.346025657051584
New York,2010,5,9,13.037608959142956
New York,2010,5,10,15.633726313985267
New York,2010,5,11,15.48710997385465
New York,2010,5,12,15.74392144865057
New York,2010,5,13,16.523816062541957
New York,2010,5,14,18.226167849751846
New York,2010,5,15,19.56082148667428
New York,2010,5,16,13.727429138930232
New York,2010,5,17,18.84988384658144
New York,2010,5,18,16.49904387228724
New York,2010,5,19,16.852582709566175
New York,2010,5,20,18.05056176241321
New York,2010,5,21,15.881192143452022
New York,2010,5,22,14.820217577060532
New York,2010,5,23,16.58232954925688
New York,2010,5,24,16.13403072707588
New York,2010,5,25,16.701973132783884
New York,2010,5,26,15.537054676222201
New York,2010,5,27,12.815027514879658
New York,2010,5,28,14.288846545970753
New York,2010,5,29,16.554924823297064
New York,2010,5,30,16.547507033838627
New York,2010,5,31,13.208975240408495
New York,2010,6,1,13.662670679106535
New York,2010,6,2,15.298151383861136
New York,2010,6,3,15.447373055156433
New York,2010,6,4,14.146939041305316
New York,2010,6,5,14.94021622933918
New York,2010,6,6,13.67587351376902
New York,2010,6,7,16.163655560021816
New York,2010,6,8,9.330674610306149
New York,2010,6,9,15.767861853022287
New York,2010,6,10,13.186547656854179
New York,2010,6,11,13.275999584394128
New York,2010,6,12,12.682949984047116
New York,2010,6,13,11.348019562264335
New York,2010,6,14,12.85645179157413
New York,2010,6,15,13.609279559163385
New York,2010,6,16,11.36276452549054
New York,2010,6,17,12.554362916380088
New York,2010,6,18,13.88702530886409
New York,2010,6,19,12.402040955945038
New York,2010,6,20,11.989749743771636
New York,2010,6,21,11.126723895564028
New York,2010,6,22,12.138094790617194
New York,2010,6,23,7.968933978531371
New York,2010,6,24,13.541305837337296
New York,2010,6,25,12.301357888408237
New York,2010,6,26,9.273340995145409
New York,2010,6,27,9.288010864393604
New York,2010,6,28,9.369451738589412
New York,2010,6,29,13.462553099802717
New York,2010,6,30,7.943212831003024
New York,2010,7,1,7.039628677584755
New York,2010,7,2,9.494125159534764
New York,2010,7,3,9.685352795737005
New York,2010,7,4,12.24950959098183
New York,2010,7,5,7.892421946077621
New York,2010,7,6,6.690643128453555
New York,2010,7,7,12.468936862378714
New York,2010,7,8,10.215015135058682
New York,2010,7,9,9.491604616246502
New York,2010,7,10,9.56898495924146
New York,2010,7,11,6.615589588036764
New York,2010,7,12,10.078675835152728
New York,2010,7,13,7.0142326257180585
New York,2010,7,14,10.603429396467531
New York,2010,7,15,5.563264357114809
New York,2010,7,16,2.982902409017206
New York,2010,7,17,7.258753556385175
New York,2010,7,18,6.0789524727631
New York,2010,7,19,5.7700316742568845
New York,2010,7,20,8.140511657951853
New York,2010,7,21,4.9066101535048965
New York,2010,7,22,8.109598788279952
New York,2010,7,23,6.9805160976799066
New York,2010,7,24,9.551944961358652
New York,2010,7,25,5.128673050394144
New York,2010,7,26,7.166022323720908
New York,2010,7,27,5.839784062295301
New York,2010,7,28,6.504359440858473
New York,2010,7,29,6.485368755230165
New York,2010,7,30,5.405671596753732
New York,2010,7,31,6.630064837359525
New York,2010,8,1,5.532734579340638
New York,2010,8,2,1.6930828577305568
New York,2010,8,3,8.218614962265468
New York,2010,8,4,4.710644258291139
New York,2010,8,5,3.6807119939344295
New York,2010,8,6,6.152510989947458
New York,2010,8,7,3.465278477436672
New York,2010,8,8,3.6362930023026623
New York,2010,8,9,6.881828480054381
New York,2010,8,10,5.125167367953518
New York,2010,8,11,6.196009731312966
New York,2010,8,12,2.5299751179401335
New York,2010,8,13,2.528125204919695
New York,2010,8,14,3.4651813720591025
New York,2010,8,15,0.06361876689162616
New York,2010,8,16,3.8870991436701408
New York,2010,8,17,5.094553770281728
New York,2010,8,18,3.2229500603190075
New York,2010,8,19,6.663991036738192
New York,2010,8,20,2.095529129048296
New York,2010,8,21,3.6301430467166638
New York,2010,8,22,1.0437131880507888
New York,2010,8,23,4.452459760865173
New York,2010,8,24,2.10653751026177
New York,2010,8,25,1.1167309411748518
New York,2010,8,26,1.0557887758207074
New York,2010,8,27,2.336291695070869
New York,2010,8,28,-0.256214926844746
New York,2010,8,29,3.6578852714777907
New York,2010,8,30,2.242292297638787
New York,2010,8,31,1.5473340981407349
New York,2010,9,1,2.2785850808644543
New York,2010,9,2,-0.9948207739187493
New York,2010,9,3,0.42992149972206717
New York,2010,9,4,-0.9834053602268162
New York,2010,9,5,3.4065559418720626
New York,2010,9,6,3.18367310366884
New York,2010,9,7,4.542998400139825
New York,2010,9,8,-0.01562815799419004
New York,2010,9,9,1.1873651317171572
New York,2010,9,10,1.8248264738651103
New York,2010,9,11,1.3693461103418167
New York,2010,9,12,-0.3135520984781337
New York,2010,9,13,-2.675568167664074
New York,2010,9,14,-0.7609863388678328
New York,2010,9,15,0.397892111201534
New York,2010,9,16,-1.5473161182957924
New York,2010,9,17,-1.1804530866630674
New York,2010,9,18,2.967584474189078
New York,2010,9,19,0.11357744005303365
New York,2010,9,20,-0.7329894929624019
New York,2010,9,21,-1.2459681277200474
New York,2010,9,22,-0.4115445632386393
New York,2010,9,23,1.003688231611723
New York,2010,9,24,-0.3993832277307834
New York,2010,9,25,-2.1192656298070425
New York,2010,9,26,2.2606179490724956
New York,2010,9,27,2.9086748517814893
New York,2010,9,28,-2.1408295810750637
New York,2010,9,29,0.6892833566915965
New York,2010,9,30,0.21471289622403386
New York,2010,10,1,0.600981252993355
New York,2010,10,2,0.9666396404289967
New York,2010,10,3,0.5821472385876114
New York,2010,10,4,-3.3825577170156764
New York,2010,10,5,4.596608265167288
New York,2010,10,6,-0.0029415559551962955
New York,2010,10,7,-0.3271682908832335
New York,2010,10,8,2.4582084386585756
New York,2010,10,9,1.0430908114443662
New York,2010,10,10,-3.6893207133700887
New York,2010,10,11,-1.2004260865906429
New York,2010,10,12,-1.6252567923115735
New York,2010,10,13,-1.162083930468768
New York,2010,10,14,1.9875270487654504
New York,2010,10,15,4.740927124262079
New York,2010,10,16,-0.5074824918325747
New York,2010,10,17,0.8363367980801134
New York,2010,10,18,-2.094858694961317
New York,2010,10,19,0.4780225326562127
New York,2010,10,20,1.1731157914222194
New York,2010,10,21,-0.6033574707466189
New York,2010,10,22,2.3916764070159298
New York,2010,10,23,0.9896960023617533
New York,2010,10,24,0.5869687896559942
New York,2010,10,25,3.2282498087321416
New York,2010,10,26,-1.9944184809001206
New York,2010,10,27,2.2446362764823604
New York,2010,10,28,2.776481319683007
New York,2010,10,29,0.5244398579902791
New York,2010,10,30,3.01575524883702
New York,2010,10,31,4.880256384999855
New York,2010,11,1,0.2335165921665434
New York,2010,11,2,1.1801468330256477
New York,2010,11,3,2.6890404507304226
New York,2010,11,4,0.7996612769040512
New York,2010,11,5,3.706290929195405
New York,2010,11,6,1.0503648637402891
New York,2010,11,7,5.727438052950479
New York,2010,11,8,-0.08112022516280204
New York,2010,11,9,3.382555135845834
New York,2010,11,10,3.3345700437515475
New York,2010,11,11,1.995525879529647
New York,2010,11,12,0.24948238334217
New York,2010,11,13,0.48604599788649416
New York,2010,11,14,3.774015626548426
New York,2010,11,15,4.742319058134841
New York,2010,11,16,5.108613190274102
New York,2010,11,17,5.344103531577088
New York,2010,11,18,5.864584302786507
New York,2010,11,19,3.016931430778957
New York,2010,11,20,4.031435472576602
New York,2010,11,21,5.494949604949738
New York,2010,11,22,1.6975083829090045
New York,2010,11,23,5.162302253235062
New York,2010,11,24,2.3306130668434326
New York,2010,11,25,1.252834751690091
New York,2010,11,26,1.344071899032596
New York,2010,11,27,4.72259104295714
New York,2010,11,28,6.174991683624305
New York,2010,11,29,6.229717077919852
New York,2010,11,30,4.64768285562563
New York,2010,12,1,5.609289772189181
New York,2010,12,2,2.307539106628133
New York,2010,12,3,6.53382393395685
New York,2010,12,4,5.677192837201596
New York,2010,12,5,7.069434824359648
New York,2010,12,6,2.8069794710369895
New York,2010,12,7,4.015312509783021
New York,2010,12,8,7.0107057965967225
New York,2010,12,9,8.783512466205604
New York,2010,12,10,4.712407461350264
New York,2010,12,11,6.116093705123573
New York,2010,12,12,4.477465983624389
New York,2010,12,13,4.951249608587996
New York,2010,12,14,8.302813255885011
New York,2010,12,15,7.82670517839325
New York,2010,12,16,5.55299301311833
New York,2010,12,17,8.11017582235637
New York,2010,12,18,6.9110867084330305
New York,2010,12,19,5.006553340926483
New York,2010,12,20,8.226189502735053
New York,2010,12,21,7.172293699422988
New York,2010,12,22,5.521576561839193
New York,2010,12,23,7.10057982914059
New York,2010,12,24,11.665462231575138
New York,2010,12,25,8.532455877447463
New York,2010,12,26,6.724194741230674
New York,2010,12,27,7.211534662859085
New York,2010,12,28,12.27140272573058
New York,2010,12,29,6.034246426292755
New York,2010,12,30,9.32755560368866
New York,2010,12,31,9.827824545354217
New York,2011,1,1,14.295882888001826
New York,2011,1,2,10.25482165708069
New York,2011,1,3,9.266990930303036
New York,2011,1,4,8.023489045755497
New York,2011,1,5,12.686850078613988
New York,2011,1,6,8.617134226961237
New York,2011,1,7,11.501599407136402
New York,2011,1,8,9.304926224561887
New York,2011,1,9,13.826479765638389
New York,2011,1,10,11.858835781140032
New York,2011,1,11,8.518217389865931
New York,2011,1,12,11.69738371776
New York,2011,1,13,9.051587452442766
New York,2011,1,14,13.921056400200362
New York,2011,1,15,14.54350601050391
New York,2011,1,16,12.328397892765526
New York,2011,1,17,12.820871049815153
New York,2011,1,18,12.078684227243484
New York,2011,1,19,15.848908525624216
New York,2011,1,20,14.642234707826772
New York,2011,1,21,13.995351854121193
New York,2011,1,22,12.622012614773963
New York,2011,1,23,16.248405648018615
New York,2011,1,24,12.626469254732216
New York,2011,1,25,12.099769132877745
New York,2011,1,26,18.20027228731495
New York,2011,1,27,14.211945964376765
New York,2011,1,28,15.83125638978227
New York,2011,1,29,14.960507325943762
New York,2011,1,30,12.576128268897467
New York,2011,1,31,13.498468409760179
New York,2011,2,1,15.513353766126079
New York,2011,2,2,14.05960943393768
New York,2011,2,3,12.54984587201546
New York,2011,2,4,18.795828807521072
New York,2011,2,5,15.67522453379252
New York,2011,2,6,18.096841724543
New York,2011,2,7,16.59915758767399
New York,2011,2,8,15.515607501396486
New York,2011,2,9,15.62998284181561
New York,2011,2,10,15.108860716567863
New York,2011,2,11,15.163653204589757
New York,2011,2,12,15.350733833809201
New York,2011,2,13,20.631954571517483
New York,2011,2,14,18.39504821189265
New York,2011,2,15,15.421146986001302
New York,2011,2,16,17.948853331370756
New York,2011,2,17,18.47460151891055
New York,2011,2,18,18.497558695648635
New York,2011,2,19,19.297760752196147
New York,2011,2,20,12.008795161622826
New York,2011,2,21,15.009259555099826
New York,2011,2,22,16.456224411056
New York,2011,2,23,18.265808629988644
New York,2011,2,24,16.71327645692982
New York,2011,2,25,19.07570732234122
New York,2011,2,26,19.488579984855136
New York,2011,2,27,17.146040449236914
New York,2011,2,28,18.7019910935569
New York,2011,3,1,15.10937536842146
New York,2011,3,2,14.814633699132923
New York,2011,3,3,20.7291225989696
New York,2011,3,4,24.337425306183537
New York,2011,3,5,14.8250779111807
New York,2011,3,6,23.264471751792076
New York,2011,3,7,18.06075225968323
New York,2011,3,8,19.760007438354204
New York,2011,3,9,16.71948110528588
New York,2011,3,10,22.565906768532777
New York,2011,3,11,18.43686768123348
New York,2011,3,12,19.062663182573033
New York,2011,3,13,18.639615149565422
New York,2011,3,14,19.054884417529365
New York,2011,3,15,25.072129877778636
New York,2011,3,16,19.441906302646952
New York,2011,3,17,19.452169068922085
New York,2011,3,18,19.18347626811791
New York,2011,3,19,22.656557352727898
New York,2011,3,20,20.849347294842758
New York,2011,3,21,24.459374421649578
New York,2011,3,22,22.46836422282348
New York,2011,3,23,20.0927638576252
New York,2011,3,24,22.66811267025433
New York,2011,3,25,22.558602270020575
New York,2011,3,26,17.749082279097472
New York,2011,3,27,22.15525284167121
New York,2011,3,28,19.12420137190831
New York,2011,3,29,23.517512033226126
New York,2011,3,30,19.240580725022912
New York,2011,3,31,21.08746117847073
New York,2011,4,1,20.845473640640886
New York,2011,4,2,21.20248576908955
New York,2011,4,3,19.509975878962404
New York,2011,4,4,20.325447633985476
New York,2011,4,5,21.177247384442136
New York,2011,4,6,24.388601001297015
New York,2011,4,7,21.428706447091148
New York,2011,4,8,20.26548451378585
New York,2011,4,9,18.559816303219947
New York,2011,4,10,19.31563895369271
New York,2011,4,11,18.742142799167112
New York,2011,4,12,16.96170576042864
New York,2011,4,13,20.307356124554378
New York,2011,4,14,17.019679814394138
New York,2011,4,15,22.189706761165855
New York,2011,4,16,23.318381141852022
New York,2011,4,17,18.765435182142035
New York,2011,4,18,19.113827929242188
New York,2011,4,19,18.5773944617518
New York,2011,4,20,22.536376360383954
New York,2011,4,21,18.487651652831172
New York,2011,4,22,23.79942094857904
New York,2011,4,23,20.6648953348426
New York,2011,4,24,16.760248323481353
New York,2011,4,25,19.812684387505193
New York,2011,4,26,16.587654051589936
New York,2011,4,27,19.64882641184592
New York,2011,4,28,15.020465993451065
New York,2011,4,29,21.603857392403352
New York,2011,4,30,16.79092366403208
New York,2011,5,1,19.441886610289043
New York,2011,5,2,20.523007955409433
New York,2011,5,3,18.89013218664412
New York,2011,5,4,18.818963587324372
New York,2011,5,5,17.510588860134412
New York,2011,5,6,18.610220204224014
New York,2011,5,7,16.79057610582217
New York,2011,5,8,17.399788893013437
New York,2011,5,9,20.066078994342842
New York,2011,5,10,16.038395251893114
New York,2011,5,11,16.747371510078818
New York,2011,5,12,21.729912919694183
New York,2011,5,13,19.263666756021305
New York,2011,5,14,17.805157475542103
New York,2011,5,15,16.957304487975563
New York,2011,5,16,14.996155255981208
New York,2011,5,17,18.20274478900999
New York,2011,5,18,16.20878660161738
New York,2011,5,19,15.383442106555623
New York,2011,5,20,18.120172032911952
New York,2011,5,21,18.754194005374274
New York,2011,5,22,13.60612666572408
New York,2011,5,23,15.274459946457675
New York,2011,5,24,14.767518650623726
New York,2011,5,25,15.023114946210638
New York,2011,5,26,16.794184535117964
New York,2011,5,27,19.123728146009054
New York,2011,5,28,15.340791219839105
New York,2011,5,29,12.77833793138958
New York,2011,5,30,15.782129879807025
New York,2011,5,31,13.971905867081873
New York,2011,6,1,17.781207602336732
New York,2011,6,2,16.789392823767642
New York,2011,6,3,14.705530941751876
New York,2011,6,4,12.019241434666682
New York,2011,6,5,14.175236517757362
New York,2011,6,6,14.222677039457247
New York,2011,6,7,14.86369041800499
New York,2011,6,8,12.822670869697182
New York,2011,6,9,15.966626616697496
New York,2011,6,10,15.029115019853618
New York,2011,6,11,10.659240512402327
New York,2011,6,12,13.212913177670753
New York,2011,6,13,13.236487859115448
New York,2011,6,14,14.813575252495987
New York,2011,6,15,9.57031441410332
New York,2011,6,16,12.700232741459454
New York,2011,6,17,12.422875991457778
New York,2011,6,18,14.092092409761207
New York,2011,6,19,16.626962941832648
New York,2011,6,20,14.598241377724397
New York,2011,6,21,12.533938472893084
New York,2011,6,22,11.63434012595117
New York,2011,6,23,9.015936791172212
New York,2011,6,24,12.223177232773832
New York,2011,6,25,11.898980901042226
New York,2011,6,26,13.814949709220487
New York,2011,6,27,7.463066293849468
New York,2011,6,28,12.678492205186952
New York,2011,6,29,10.935176358654314
New York,2011,6,30,13.458642299298958
New York,2011,7,1,9.599525705309764
New York,2011,7,2,9.81260566790607
New York,2011,7,3,7.304510593279127
New York,2011,7,4,8.893885664377216
New York,2011,7,5,7.449721920795006
New York,2011,7,6,10.842657798827831
New York,2011,7,7,8.129713087421381
New York,2011,7,8,6.303788158191627
New York,2011,7,9,9.19752195758715
New York,2011,7,10,4.924812452253919
New York,2011,7,11,8.481426379516007
New York,2011,7,12,9.15130070977984
New York,2011,7,13,7.100753254455093
New York,2011,7,14,6.926285173371094
New York,2011,7,15,7.647901674949438
New York,2011,7,16,6.807559221456529
New York,2011,7,17,5.680585836635577
New York,2011,7,18,8.375994268362108
New York,2011,7,19,4.053393362367768
New York,2011,7,20,2.259175904280908
New York,2011,7,21,4.903257743141017
New York,2011,7,22,9.851040025123886
New York,2011,7,23,8.420416826935758
New York,2011,7,24,5.885267932593223
New York,2011,7,25,3.4634236311703788
New York,2011,7,26,7.143645614694661
New York,2011,7,27,5.331090358823764
New York,2011,7,28,8.51308582844985
New York,2011,7,29,2.726605600986723
New York,2011,7,30,5.415534335020888
New York,2011,7,31,5.1847217726924235
New York,2011,8,1,4.019272794099007
New York,2011,8,2,-0.5325283695653074
New York,2011,8,3,4.011062009887
New York,2011,8,4,6.490338891188611
New York,2011,8,5,7.122158174582392
New York,2011,8,6,3.204426261419045
New York,2011,8,7,6.475472959397072
New York,2011,8,8,3.0202538358828765
New York,2011,8,9,8.486869061376877
New York,2011,8,10,4.614493735938018
New York,2011,8,11,4.854974376031587
New York,2011,8,12,1.191114134739999
New York,2011,8,13,1.1424227224472525
New York,2011,8,14,3.9920632127949656
New York,2011,8,15,3.769831166154566
New York,2011,8,16,1.4762051504818579
New York,2011,8,17,1.1206784351509886
New York,2011,8,18,2.285298198597569
New York,2011,8,19,4.135874039112128
New York,2011,8,20,4.2629126989324835
New York,2011,8,21,4.893990255789104
New York,2011,8,22,0.6655616575296777
New York,2011,8,23,1.9855561839407465
New York,2011,8,24,2.947236648648578
New York,2011,8,25,-0.9327886502346674
New York,2011,8,26,2.1398193837178874
New York,2011,8,27,1.7425448362198823
New York,2011,8,28,3.2488470306996478
New York,2011,8,29,2.7455898889609167
New York,2011,8,30,3.378523503474206
New York,2011,8,31,1.5895529774263268
New York,2011,9,1,1.6214597985861678
New York,2011,9,2,-0.6595633901484812
New York,2011,9,3,1.453658728427392
New York,2011,9,4,-0.2639341361110903
New York,2011,9,5,-1.4134074537338064
New York,2011,9,6,2.911448095679303
New York,2011,9,7,-4.574625873735594
New York,2011,9,8,-1.7607639405338458
New York,2011,9,9,0.13972568868623014
New York,2011,9,10,-1.8603331792243512
New York,2011,9,11,0.43775282547618477
New York,2011,9,12,2.915754337070074
New York,2011,9,13,0.188500886120609
New York,2011,9,14,-0.4811931097785138
New York,2011,9,15,-0.6335862659904375
New York,2011,9,16,1.7837830922426028
New York,2011,9,17,2.3156361106326253
New York,2011,9,18,0.7656943719429701
New York,2011,9,19,0.8684761567927182
New York,2011,9,20,2.6327392894617354
New York,2011,9,21,-0.6254368687941573
New York,2011,9,22,4.813723173238211
New York,2011,9,23,-3.7724524600702782
New York,2011,9,24,-2.356420202923435
New York,2011,9,25,-3.5187061571302043
New York,2011,9,26,-2.6233928641024478
New York,2011,9,27,-0.24307052519304517
New York,2011,9,28,3.7919763020440143
New York,2011,9,29,-1.7771240375491297
New York,2011,9,30,-1.4626537354620124
New York,2011,10,1,-2.4830897889280865
New York,2011,10,2,2.9136225508765596
New York,2011,10,3,0.22263972211474378
New York,2011,10,4,-1.5771967529589663
New York,2011,10,5,2.672968251447652
New York,2011,10,6,0.17706382453374772
New York,2011,10,7,-1.8028829781635618
New York,2011,10,8,-0.8687726794521313
New York,2011,10,9,-0.5610468796548692
New York,2011,10,10,2.5842509968707112
New York,2011,10,11,1.3250522030286438
New York,2011,10,12,2.05319955258232
New York,2011,10,13,0.6608024876417884
New York,2011,10,14,-1.8716758323283385
New York,2011,10,15,-0.9413464054887268
New York,2011,10,16,0.1482132391009804
New York,2011,10,17,2.364225047490077
New York,2011,10,18,-1.3754139063178081
New York,2011,10,19,-1.8212887544650371
New York,2011,10,20,-0.38767436149649626
New York,2011,10,21,0.7967674602568651
New York,2011,10,22,0.23983782721983082
New York,2011,10,23,1.0188163141375244
New York,2011,10,24,-0.3094171971775459
New York,2011,10,25,1.6371048038965528
New York,2011,10,26,0.3916215727564185
New York,2011,10,27,3.768748004915666
New York,2011,10,28,2.7432375585721473
New York,2011,10,29,-0.07835228883364742
New York,2011,10,30,3.1618512209607186
New York,2011,10,31,1.0993658402207116
New York,2011,11,1,5.433783943521412
New York,2011,11,2,-3.581591752127599
New York,2011,11,3,0.9947261091613865
New York,2011,11,4,4.906897354644618
New York,2011,11,5,4.900744913992378
New York,2011,11,6,3.745924776000087
New York,2011,11,7,2.93735617205729
New York,2011,11,8,3.1204942816095063
New York,2011,11,9,1.1576682099962674
New York,2011,11,10,3.295852810036224
New York,2011,11,11,2.131380745311904
New York,2011,11,12,2.2348590114701516
New York,2011,11,13,6.111937939770807
New York,2011,11,14,0.8835067624142856
New York,2011,11,15,6.212036742268795
New York,2011,11,16,0.10351986241794053
New York,2011,11,17,1.0409453985202552
New York,2011,11,18,3.243087738264328
New York,2011,11,19,7.0072118363086755
New York,2011,11,20,6.92427997130701
New York,2011,11,21,3.3816537350459446
New York,2011,11,22,0.8553591514029941
New York,2011,11,23,4.147660257620309
New York,2011,11,24,5.361594903362925
New York,2011,11,25,4.567665100407042
New York,2011,11,26,6.12074634998259
New York,2011,11,27,6.758260678187961
New York,2011,11,28,7.405274098720673
New York,2011,11,29,3.6685761319224697
New York,2011,11,30,3.031215446821464
New York,2011,12,1,2.182190201662425
New York,2011,12,2,2.3937657803820365
New York,2011,12,3,3.5397695349095812
New York,2011,12,4,11.262070098165863
New York,2011,12,5,6.427192089224937
New York,2011,12,6,4.185977352831574
New York,2011,12,7,7.982947202483542
New York,2011,12,8,5.80793450642115
New York,2011,12,9,5.106470452329006
New York,2011,12,10,11.665586512814162
New York,2011,12,11,6.948045709308502
New York,2011,12,12,7.438147012218065
New York,2011,12,13,10.663314285912676
New York,2011,12,14,6.0876878145505895
New York,2011,12,15,5.948478852364658
New York,2011,12,16,7.307136180894242
New York,2011,12,17,5.819987768373782
New York,2011,12,18,8.09311494168651
New York,2011,12,19,6.992241456248921
New York,2011,12,20,12.904892758120347
New York,2011,12,21,10.802219329761815
New York,2011,12,22,8.013688557714126
New York,2011,12,23,8.168796150561851
New York,2011,12,24,8.847535676606226
New York,2011,12,25,10.818946626664243
New York,2011,12,26,8.149597259185917
New York,2011,12,27,5.786524002432426
New York,2011,12,28,12.828477809845275
New York,2011,12,29,11.126427268816071
New York,2011,12,30,7.68841900321326
New York,2011,12,31,6.929413662900536
New York,2012,1,1,9.04908606963335
New York,2012,1,2,10.244890586347328
New York,2012,1,3,7.441314536627338
New York,2012,1,4,10.875614757744298
New York,2012,1,5,10.378741225729986
New York,2012,1,6,12.211162881573198
New York,2012,1,7,14.191310815374088
New York,2012,1,8,11.20037337242994
New York,2012,1,9,13.44689628426905
New York,2012,1,10,12.289438493676041
New York,2012,1,11,11.420160419701597
New York,2012,1,12,12.921785882430775
New York,2012,1,13,12.928031392324614
New York,2012,1,14,16.44909355563883
New York,2012,1,15,11.592824376705131
New York,2012,1,16,13.34713917725715
New York,2012,1,17,15.497262565551194
New York,2012,1,18,14.329995626831613
New York,2012,1,19,14.8256136427817
New York,2012,1,20,9.194942045989393
New York,2012,1,21,14.61950795056429
New York,2012,1,22,16.296552515886518
New York,2012,1,23,12.587062039096764
New York,2012,1,24,15.47291106507879
New York,2012,1,25,15.366961946618417
New York,2012,1,26,14.710459722910391
New York,2012,1,27,15.382021333368428
New York,2012,1,28,12.994160218308842
New York,2012,1,29,16.935926300659307
New York,2012,1,30,16.551049697309395
New York,2012,1,31,12.995496553505285
New York,2012,2,1,18.059203432322768
New York,2012,2,2,14.33370621226099
